,business_classification,business_impact,business_relevance,category_id,data_confidentiality,eoldriver,extensibility,geographical_scope,has_dependencies,id,io_intensity,latency_sensitivity,no_of_users,scalability,service_level,source_code_available,stage,type,user_facing,workload_variation,dependencies.Hardware.Dependent,dependencies.Operating.Environment.Dependent,dependencies.Operating.System.Dependent,IsPassPlatAvail,IsHarwareSupported,IsOSSupported,IsPlatformSupported,IsDatabaseSupported,pivot.disposition_1
469,PRODIMP,SOME_FIN_PROD,REVSUP,58,APPROVED_PUBLIC_DATACENTER,BU,SOA,INTERNATIONAL,0,1408,MEDIUM,HIGH,5,MIXED,BOTH,1,EUMN,BATCH,EXTERNAL,UNPREDICTABLE,0,0,0,1,1,1,1,1,Modernise
470,PRODIMP,LARGE_FIN_COMP,REVGEN,10,NO_CONFIDENTIALITY_REQUIREMENT,TE,MONOLITH,INTERNATIONAL,0,1411,MEDIUM,LOW,3,MIXED,BOTH,1,EMAN,DESKTOP,EXTERNAL,PREDICTABLE,0,0,0,0,1,0,1,1,Retain
471,BUSICRI,LARGE_FIN_COMP,REVSUP,31,NOT_OUTSIDE_ENT_FIREWALL,TE,INTERFACES,INTERNATIONAL,0,1414,LOW,MEDIUM,7,MIXED,PERF,1,NEW,BATCH,INTERNAL,PREDICTABLE,0,0,0,0,1,0,1,1,Retain
472,PRODIMP,SOME_PROD,INTSUP,34,NOT_OUTSIDE_ENT_FIREWALL,TE,MONOLITH,LOCAL,0,1417,LOW,HIGH,4,HORIZONTAL,AVAI,1,EUMN,BATCH,INTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
473,NONCRI,SOME_PROD,INTSUP,43,APPROVED_PUBLIC_DATACENTER,TE,SOA,REGIONAL,0,1420,MEDIUM,LOW,6,HORIZONTAL,PERF,1,EUMN,WEB,EXTERNAL,PREDICTABLE,0,0,0,1,1,1,1,1,Modernise
474,BUSICRI,SOME_FIN_PROD,REVSUP,46,NOT_OUTSIDE_ENT_FIREWALL,TE,SOA,REGIONAL,0,1423,LOW,LOW,3,HORIZONTAL,NONE,0,EUMN,THICK,EXTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
475,BUSICRI,SOME_FIN_PROD,INTSUP,13,NO_CONFIDENTIALITY_REQUIREMENT,BU,INTERFACES,LOCAL,0,1426,HIGH,MEDIUM,6,VERTICAL,AVAI,1,NEW,BATCH,EXTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Migrate
476,MISCRI,LARGE_FIN_COMP,REVSUP,67,NO_CONFIDENTIALITY_REQUIREMENT,BU,SOA,NATIONAL,0,1429,HIGH,MEDIUM,4,MIXED,PERF,1,EUMN,WEB,INTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
477,NONCRI,LARGE_FIN_COMP,REVSUP,61,NOT_OUTSIDE_ENT_FIREWALL,TE,INTERFACES,REGIONAL,0,1432,HIGH,LOW,7,HORIZONTAL,NONE,1,EMAN,WEB,INTERNAL,UNPREDICTABLE,0,0,0,1,1,1,1,1,Modernise
478,MISCRI,LARGE_FIN_COMP,INTSUP,25,NO_CONFIDENTIALITY_REQUIREMENT,TE,SOA,LOCAL,0,1435,HIGH,HIGH,4,VERTICAL,PERF,1,NEW,DESKTOP,EXTERNAL,PREDICTABLE,0,0,0,0,1,0,1,1,Retain
479,BUSICRI,LARGE_FIN_COMP,REVGEN,7,NO_CONFIDENTIALITY_REQUIREMENT,BU,MONOLITH,INTERNATIONAL,0,1438,LOW,MEDIUM,7,HORIZONTAL,BOTH,0,EMAN,BATCH,EXTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Migrate
480,PRODIMP,SOME_PROD,RISKSUP,25,APPROVED_PUBLIC_DATACENTER,BU,MONOLITH,INTERNATIONAL,0,1441,MEDIUM,MEDIUM,5,HORIZONTAL,PERF,1,EUMN,THICK,INTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
481,MISCRI,LARGE_FIN_COMP,REVGEN,22,NOT_OUTSIDE_ENT_FIREWALL,TE,INTERFACES,LOCAL,0,1444,HIGH,HIGH,6,HORIZONTAL,NONE,1,EMAN,DESKTOP,EXTERNAL,PREDICTABLE,0,0,0,1,1,1,1,1,Develop
482,NONCRI,SOME_PROD,REVSUP,58,NOT_OUTSIDE_ENT_FIREWALL,TE,MONOLITH,LOCAL,0,1447,MEDIUM,MEDIUM,5,MIXED,NONE,0,EMAN,THICK,INTERNAL,PREDICTABLE,0,0,0,0,1,0,1,1,Retain
483,BUSICRI,SOME_PROD,INTSUP,61,NO_CONFIDENTIALITY_REQUIREMENT,BU,SOA,INTERNATIONAL,0,1450,HIGH,HIGH,5,VERTICAL,PERF,1,EUMN,WEB,INTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
484,PRODIMP,SOME_PROD,RISKSUP,31,APPROVED_PUBLIC_DATACENTER,TE,INTERFACES,NATIONAL,0,1453,LOW,LOW,6,MIXED,PERF,1,EMAN,BATCH,INTERNAL,PREDICTABLE,0,0,0,1,1,1,1,1,Modernise
485,BUSIIMP,LARGE_FIN_COMP,REVSUP,25,NO_CONFIDENTIALITY_REQUIREMENT,BU,SOA,INTERNATIONAL,0,1456,MEDIUM,HIGH,7,VERTICAL,PERF,1,EUMN,WEB,INTERNAL,NO_VARIATIOn,0,0,0,1,1,1,1,1,Modernise
486,BUSIIMP,SOME_PROD,INTSUP,34,NO_CONFIDENTIALITY_REQUIREMENT,TE,INTERFACES,NATIONAL,0,1459,MEDIUM,LOW,4,HORIZONTAL,NONE,1,EMAN,THICK,INTERNAL,UNPREDICTABLE,0,0,0,0,1,0,1,1,Retain
487,PRODIMP,LARGE_FIN_COMP,REVGEN,40,APPROVED_PUBLIC_DATACENTER,BU,SOA,LOCAL,0,1462,HIGH,HIGH,4,MIXED,BOTH,1,NEW,DESKTOP,EXTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Retain
488,PRODIMP,SOME_PROD,REVGEN,52,NO_CONFIDENTIALITY_REQUIREMENT,BU,SOA,INTERNATIONAL,0,1465,MEDIUM,HIGH,3,HORIZONTAL,PERF,1,NEW,WEB,INTERNAL,NO_VARIATIOn,0,0,0,0,1,0,1,1,Retain
489,MISCRI,LARGE_FIN_COMP,REVGEN,43,APPROVED_PUBLIC_DATACENTER,TE,INTERFACES,NATIONAL,0,1468,HIGH,MEDIUM,5,MIXED,PERF,1,NEW,WEB,INTERNAL,PREDICTABLE,0,0,0,0,1,0,1,1,Retain
490,MISCRI,SOME_FIN_PROD,REVGEN,16,NO_CONFIDENTIALITY_REQUIREMENT,BU,MONOLITH,NATIONAL,0,1471,LOW,MEDIUM,6,MIXED,AVAI,1,EUMN,WEB,EXTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Migrate
491,BUSIIMP,SOME_FIN_PROD,RISKSUP,46,APPROVED_PUBLIC_DATACENTER,BU,SOA,LOCAL,0,1474,MEDIUM,HIGH,7,VERTICAL,PERF,1,EMAN,THICK,EXTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
492,BUSICRI,LARGE_FIN_COMP,RISKSUP,46,APPROVED_PUBLIC_DATACENTER,TE,INTERFACES,NATIONAL,0,1477,LOW,HIGH,3,VERTICAL,AVAI,1,NEW,DESKTOP,INTERNAL,NO_VARIATIOn,0,0,0,0,1,0,1,1,Retain
493,BUSICRI,LARGE_FIN_COMP,REVSUP,52,NOT_OUTSIDE_ENT_FIREWALL,TE,SOA,REGIONAL,0,1480,HIGH,HIGH,3,MIXED,NONE,1,NEW,WEB,EXTERNAL,UNPREDICTABLE,0,0,0,1,1,1,1,1,Modernise
494,NONCRI,SOME_FIN_PROD,REVSUP,16,NOT_OUTSIDE_ENT_FIREWALL,TE,INTERFACES,REGIONAL,0,1483,LOW,MEDIUM,6,HORIZONTAL,PERF,1,EMAN,THICK,INTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
495,NONCRI,SOME_FIN_PROD,RISKSUP,25,APPROVED_PUBLIC_DATACENTER,BU,SOA,LOCAL,0,1486,LOW,HIGH,5,HORIZONTAL,BOTH,0,EMAN,BATCH,INTERNAL,UNPREDICTABLE,0,0,0,0,1,0,1,1,Retain
496,NONCRI,SOME_FIN_PROD,INTSUP,13,NO_CONFIDENTIALITY_REQUIREMENT,TE,INTERFACES,NATIONAL,0,1489,HIGH,MEDIUM,5,HORIZONTAL,BOTH,0,EUMN,DESKTOP,INTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Retain
497,BUSICRI,SOME_FIN_PROD,RISKSUP,67,APPROVED_PUBLIC_DATACENTER,TE,INTERFACES,NATIONAL,0,1492,MEDIUM,MEDIUM,6,MIXED,AVAI,1,EUMN,BATCH,INTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
498,MISCRI,LARGE_FIN_COMP,RISKSUP,31,NO_CONFIDENTIALITY_REQUIREMENT,BU,MONOLITH,NATIONAL,0,1495,LOW,LOW,7,HORIZONTAL,PERF,1,EMAN,THICK,EXTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Migrate
499,NONCRI,SOME_PROD,RISKSUP,58,NOT_OUTSIDE_ENT_FIREWALL,BU,INTERFACES,REGIONAL,0,1498,LOW,LOW,4,HORIZONTAL,AVAI,0,EUMN,BATCH,EXTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Migrate
500,BUSIIMP,SOME_PROD,INTSUP,58,NO_CONFIDENTIALITY_REQUIREMENT,TE,INTERFACES,NATIONAL,0,1501,LOW,HIGH,6,HORIZONTAL,AVAI,1,EUMN,THICK,EXTERNAL,PREDICTABLE,0,0,0,0,1,0,1,1,Retain
501,MISCRI,LARGE_FIN_COMP,REVSUP,34,APPROVED_PUBLIC_DATACENTER,BU,MONOLITH,INTERNATIONAL,0,1504,LOW,MEDIUM,7,MIXED,BOTH,1,EUMN,WEB,INTERNAL,UNPREDICTABLE,0,0,0,0,1,0,1,1,Retain
502,MISCRI,SOME_FIN_PROD,REVGEN,22,NOT_OUTSIDE_ENT_FIREWALL,TE,MONOLITH,REGIONAL,0,1507,LOW,LOW,3,HORIZONTAL,AVAI,1,EUMN,DESKTOP,EXTERNAL,UNPREDICTABLE,0,0,0,1,1,1,1,1,Develop
503,BUSIIMP,SOME_FIN_PROD,RISKSUP,46,NOT_OUTSIDE_ENT_FIREWALL,BU,MONOLITH,NATIONAL,0,1510,MEDIUM,MEDIUM,3,HORIZONTAL,BOTH,0,NEW,DESKTOP,EXTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Retain
504,MISCRI,LARGE_FIN_COMP,REVGEN,10,NOT_OUTSIDE_ENT_FIREWALL,BU,MONOLITH,LOCAL,0,1513,HIGH,HIGH,3,HORIZONTAL,BOTH,1,EMAN,WEB,INTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
505,NONCRI,SOME_PROD,INTSUP,28,APPROVED_PUBLIC_DATACENTER,BU,MONOLITH,INTERNATIONAL,0,1516,MEDIUM,HIGH,5,MIXED,NONE,1,EMAN,DESKTOP,EXTERNAL,NO_VARIATIOn,0,0,0,1,1,1,1,1,Develop
506,NONCRI,SOME_FIN_PROD,RISKSUP,19,NO_CONFIDENTIALITY_REQUIREMENT,TE,SOA,NATIONAL,0,1519,LOW,HIGH,6,HORIZONTAL,PERF,1,EMAN,WEB,EXTERNAL,NO_VARIATIOn,0,0,0,1,1,1,1,1,Modernise
507,PRODIMP,SOME_PROD,RISKSUP,40,APPROVED_PUBLIC_DATACENTER,BU,SOA,NATIONAL,0,1522,HIGH,HIGH,3,VERTICAL,BOTH,1,NEW,DESKTOP,EXTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Retain
508,NONCRI,LARGE_FIN_COMP,REVSUP,46,APPROVED_PUBLIC_DATACENTER,BU,SOA,NATIONAL,0,1525,HIGH,LOW,7,VERTICAL,PERF,1,NEW,BATCH,INTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
509,BUSIIMP,SOME_FIN_PROD,RISKSUP,46,NO_CONFIDENTIALITY_REQUIREMENT,BU,SOA,REGIONAL,0,1528,MEDIUM,MEDIUM,3,HORIZONTAL,BOTH,1,NEW,BATCH,EXTERNAL,NO_VARIATIOn,0,0,0,0,1,0,1,1,Retain
510,BUSIIMP,SOME_FIN_PROD,REVGEN,55,NOT_OUTSIDE_ENT_FIREWALL,TE,MONOLITH,NATIONAL,0,1531,HIGH,LOW,6,HORIZONTAL,PERF,1,EMAN,DESKTOP,EXTERNAL,NO_VARIATIOn,0,0,0,0,1,0,1,1,Retain
511,PRODIMP,LARGE_FIN_COMP,REVGEN,25,NO_CONFIDENTIALITY_REQUIREMENT,TE,MONOLITH,REGIONAL,0,1534,HIGH,HIGH,4,VERTICAL,NONE,1,EUMN,DESKTOP,INTERNAL,PREDICTABLE,0,0,0,1,1,1,1,1,Develop
512,PRODIMP,SOME_PROD,REVGEN,19,NO_CONFIDENTIALITY_REQUIREMENT,TE,INTERFACES,REGIONAL,0,1537,MEDIUM,LOW,4,MIXED,AVAI,1,NEW,WEB,INTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
513,MISCRI,LARGE_FIN_COMP,REVGEN,19,NO_CONFIDENTIALITY_REQUIREMENT,TE,MONOLITH,REGIONAL,0,1540,HIGH,MEDIUM,4,MIXED,NONE,1,EUMN,WEB,INTERNAL,NO_VARIATIOn,0,0,0,1,1,1,1,1,Modernise
514,NONCRI,SOME_PROD,REVSUP,46,APPROVED_PUBLIC_DATACENTER,TE,INTERFACES,INTERNATIONAL,0,1543,MEDIUM,LOW,4,MIXED,PERF,1,EMAN,DESKTOP,EXTERNAL,PREDICTABLE,0,0,0,1,1,1,1,1,Develop
515,BUSICRI,SOME_FIN_PROD,INTSUP,64,NOT_OUTSIDE_ENT_FIREWALL,BU,INTERFACES,INTERNATIONAL,0,1546,HIGH,HIGH,4,VERTICAL,BOTH,0,EMAN,WEB,EXTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
516,BUSIIMP,LARGE_FIN_COMP,RISKSUP,67,NOT_OUTSIDE_ENT_FIREWALL,TE,SOA,LOCAL,0,1549,HIGH,LOW,6,HORIZONTAL,AVAI,1,NEW,THICK,EXTERNAL,UNPREDICTABLE,0,0,0,0,1,0,1,1,Retain
517,NONCRI,SOME_FIN_PROD,INTSUP,13,APPROVED_PUBLIC_DATACENTER,BU,INTERFACES,LOCAL,0,1552,HIGH,MEDIUM,3,VERTICAL,PERF,0,NEW,WEB,EXTERNAL,PREDICTABLE,0,0,0,0,1,0,1,1,Retain
518,BUSICRI,LARGE_FIN_COMP,REVGEN,49,APPROVED_PUBLIC_DATACENTER,BU,SOA,LOCAL,0,1555,LOW,LOW,7,VERTICAL,PERF,0,NEW,THICK,EXTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
519,BUSIIMP,SOME_FIN_PROD,REVGEN,25,NO_CONFIDENTIALITY_REQUIREMENT,BU,MONOLITH,LOCAL,0,1558,HIGH,HIGH,3,HORIZONTAL,NONE,0,EMAN,WEB,EXTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Migrate
520,PRODIMP,LARGE_FIN_COMP,INTSUP,16,NO_CONFIDENTIALITY_REQUIREMENT,BU,MONOLITH,LOCAL,0,1561,HIGH,LOW,4,VERTICAL,BOTH,1,EUMN,BATCH,EXTERNAL,NO_VARIATIOn,0,0,0,1,1,1,1,1,Modernise
521,MISCRI,LARGE_FIN_COMP,REVSUP,58,NOT_OUTSIDE_ENT_FIREWALL,BU,INTERFACES,INTERNATIONAL,0,1564,HIGH,MEDIUM,5,HORIZONTAL,AVAI,1,NEW,WEB,EXTERNAL,NO_VARIATIOn,0,0,0,1,1,1,1,1,Modernise
522,PRODIMP,SOME_FIN_PROD,REVSUP,43,NOT_OUTSIDE_ENT_FIREWALL,BU,SOA,LOCAL,0,1567,MEDIUM,MEDIUM,6,HORIZONTAL,BOTH,0,EUMN,DESKTOP,INTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Retain
523,BUSICRI,SOME_FIN_PROD,INTSUP,28,NOT_OUTSIDE_ENT_FIREWALL,TE,INTERFACES,REGIONAL,0,1570,MEDIUM,HIGH,7,VERTICAL,AVAI,0,EUMN,THICK,EXTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
524,PRODIMP,SOME_PROD,REVSUP,61,NOT_OUTSIDE_ENT_FIREWALL,BU,SOA,NATIONAL,0,1573,HIGH,HIGH,4,HORIZONTAL,NONE,1,EUMN,WEB,EXTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
525,NONCRI,SOME_FIN_PROD,REVSUP,25,APPROVED_PUBLIC_DATACENTER,BU,MONOLITH,INTERNATIONAL,0,1576,LOW,HIGH,4,VERTICAL,PERF,0,NEW,DESKTOP,EXTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Retain
526,MISCRI,SOME_FIN_PROD,REVGEN,67,NOT_OUTSIDE_ENT_FIREWALL,BU,SOA,LOCAL,0,1579,HIGH,LOW,5,HORIZONTAL,AVAI,1,NEW,DESKTOP,INTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Retain
527,NONCRI,LARGE_FIN_COMP,RISKSUP,4,NO_CONFIDENTIALITY_REQUIREMENT,BU,MONOLITH,INTERNATIONAL,0,1582,LOW,LOW,7,HORIZONTAL,BOTH,0,EUMN,WEB,EXTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
528,NONCRI,SOME_FIN_PROD,REVSUP,4,APPROVED_PUBLIC_DATACENTER,BU,MONOLITH,REGIONAL,0,1585,LOW,LOW,3,VERTICAL,BOTH,1,EMAN,WEB,EXTERNAL,NO_VARIATIOn,0,0,0,0,1,0,1,1,Retain
529,MISCRI,SOME_FIN_PROD,REVSUP,7,APPROVED_PUBLIC_DATACENTER,TE,SOA,INTERNATIONAL,0,1588,HIGH,LOW,3,MIXED,AVAI,1,EMAN,DESKTOP,INTERNAL,PREDICTABLE,0,0,0,0,1,0,1,1,Retain
530,PRODIMP,SOME_FIN_PROD,INTSUP,7,NOT_OUTSIDE_ENT_FIREWALL,BU,MONOLITH,INTERNATIONAL,0,1591,MEDIUM,HIGH,7,VERTICAL,AVAI,1,EUMN,BATCH,INTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Migrate
531,PRODIMP,LARGE_FIN_COMP,RISKSUP,13,NO_CONFIDENTIALITY_REQUIREMENT,BU,MONOLITH,NATIONAL,0,1594,LOW,LOW,7,VERTICAL,BOTH,1,EUMN,WEB,EXTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
532,MISCRI,SOME_FIN_PROD,REVSUP,58,APPROVED_PUBLIC_DATACENTER,TE,MONOLITH,NATIONAL,0,1597,MEDIUM,MEDIUM,3,MIXED,AVAI,1,EMAN,THICK,INTERNAL,NO_VARIATIOn,0,0,0,1,1,1,1,1,Modernise
533,PRODIMP,SOME_FIN_PROD,REVGEN,25,NOT_OUTSIDE_ENT_FIREWALL,TE,INTERFACES,REGIONAL,0,1600,MEDIUM,HIGH,7,HORIZONTAL,NONE,1,EMAN,WEB,EXTERNAL,UNPREDICTABLE,0,0,0,0,1,0,1,1,Retain
534,NONCRI,SOME_FIN_PROD,INTSUP,25,NOT_OUTSIDE_ENT_FIREWALL,TE,INTERFACES,REGIONAL,0,1603,LOW,HIGH,3,MIXED,PERF,0,EMAN,THICK,INTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Migrate
535,BUSICRI,LARGE_FIN_COMP,REVSUP,43,NO_CONFIDENTIALITY_REQUIREMENT,TE,MONOLITH,INTERNATIONAL,0,1606,HIGH,HIGH,7,HORIZONTAL,NONE,1,EUMN,WEB,EXTERNAL,NO_VARIATIOn,0,0,0,1,1,1,1,1,Modernise
536,NONCRI,LARGE_FIN_COMP,INTSUP,10,APPROVED_PUBLIC_DATACENTER,TE,MONOLITH,INTERNATIONAL,0,1609,MEDIUM,MEDIUM,4,HORIZONTAL,BOTH,1,EMAN,THICK,INTERNAL,UNPREDICTABLE,0,0,0,0,1,0,1,1,Retain
537,BUSICRI,SOME_FIN_PROD,REVGEN,52,APPROVED_PUBLIC_DATACENTER,TE,MONOLITH,NATIONAL,0,1612,HIGH,HIGH,4,MIXED,NONE,1,EUMN,WEB,EXTERNAL,PREDICTABLE,0,0,0,1,1,1,1,1,Modernise
538,BUSICRI,SOME_PROD,REVGEN,37,NOT_OUTSIDE_ENT_FIREWALL,TE,INTERFACES,LOCAL,0,1615,MEDIUM,MEDIUM,4,VERTICAL,PERF,1,NEW,THICK,EXTERNAL,PREDICTABLE,0,0,0,1,1,1,1,1,Modernise
539,BUSICRI,SOME_FIN_PROD,REVSUP,25,NOT_OUTSIDE_ENT_FIREWALL,TE,MONOLITH,INTERNATIONAL,0,1618,LOW,HIGH,3,HORIZONTAL,NONE,0,EMAN,THICK,EXTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
540,BUSIIMP,LARGE_FIN_COMP,REVGEN,34,NO_CONFIDENTIALITY_REQUIREMENT,BU,MONOLITH,INTERNATIONAL,0,1621,MEDIUM,LOW,6,VERTICAL,PERF,0,EMAN,WEB,EXTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Migrate
541,MISCRI,SOME_FIN_PROD,RISKSUP,28,NOT_OUTSIDE_ENT_FIREWALL,TE,INTERFACES,LOCAL,0,1624,MEDIUM,MEDIUM,4,HORIZONTAL,PERF,0,EUMN,WEB,INTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
542,PRODIMP,SOME_PROD,REVSUP,25,APPROVED_PUBLIC_DATACENTER,TE,INTERFACES,NATIONAL,0,1627,HIGH,HIGH,5,MIXED,BOTH,1,NEW,THICK,INTERNAL,NO_VARIATIOn,0,0,0,0,1,0,1,1,Retain
543,MISCRI,LARGE_FIN_COMP,RISKSUP,13,NO_CONFIDENTIALITY_REQUIREMENT,TE,INTERFACES,INTERNATIONAL,0,1630,MEDIUM,HIGH,6,HORIZONTAL,PERF,0,EMAN,BATCH,INTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Migrate
544,BUSICRI,SOME_FIN_PROD,REVGEN,37,APPROVED_PUBLIC_DATACENTER,TE,INTERFACES,REGIONAL,0,1633,LOW,LOW,3,MIXED,PERF,1,EUMN,BATCH,EXTERNAL,NO_VARIATIOn,0,0,0,1,1,1,1,1,Modernise
545,BUSICRI,LARGE_FIN_COMP,INTSUP,43,APPROVED_PUBLIC_DATACENTER,TE,SOA,NATIONAL,0,1636,HIGH,HIGH,7,HORIZONTAL,BOTH,1,EUMN,DESKTOP,INTERNAL,UNPREDICTABLE,0,0,0,0,1,0,1,1,Retain
546,BUSIIMP,SOME_FIN_PROD,REVGEN,34,NOT_OUTSIDE_ENT_FIREWALL,BU,MONOLITH,NATIONAL,0,1639,HIGH,HIGH,4,MIXED,NONE,1,EMAN,BATCH,EXTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
547,BUSIIMP,SOME_PROD,REVSUP,58,NOT_OUTSIDE_ENT_FIREWALL,TE,SOA,REGIONAL,0,1642,LOW,HIGH,3,MIXED,NONE,0,EMAN,DESKTOP,INTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Retain
548,BUSICRI,SOME_PROD,RISKSUP,22,NOT_OUTSIDE_ENT_FIREWALL,BU,MONOLITH,INTERNATIONAL,0,1645,LOW,LOW,7,VERTICAL,NONE,1,EMAN,WEB,EXTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Migrate
549,MISCRI,SOME_FIN_PROD,RISKSUP,34,NO_CONFIDENTIALITY_REQUIREMENT,TE,MONOLITH,LOCAL,0,1648,LOW,LOW,4,HORIZONTAL,AVAI,1,EUMN,WEB,EXTERNAL,NO_VARIATIOn,0,0,0,0,1,0,1,1,Retain
550,NONCRI,SOME_FIN_PROD,RISKSUP,58,NO_CONFIDENTIALITY_REQUIREMENT,TE,INTERFACES,INTERNATIONAL,0,1651,MEDIUM,LOW,3,VERTICAL,NONE,1,EMAN,BATCH,EXTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
551,NONCRI,SOME_FIN_PROD,RISKSUP,61,NOT_OUTSIDE_ENT_FIREWALL,BU,INTERFACES,NATIONAL,0,1654,MEDIUM,MEDIUM,5,HORIZONTAL,BOTH,1,EMAN,WEB,INTERNAL,UNPREDICTABLE,0,0,0,0,1,0,1,1,Retain
552,NONCRI,SOME_FIN_PROD,REVSUP,55,NO_CONFIDENTIALITY_REQUIREMENT,TE,SOA,NATIONAL,0,1657,MEDIUM,MEDIUM,7,MIXED,PERF,1,EUMN,DESKTOP,EXTERNAL,NO_VARIATIOn,0,0,0,1,1,1,1,1,Develop
553,BUSICRI,SOME_PROD,REVGEN,61,NO_CONFIDENTIALITY_REQUIREMENT,BU,MONOLITH,LOCAL,0,1660,HIGH,MEDIUM,7,HORIZONTAL,PERF,0,NEW,WEB,INTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Migrate
554,NONCRI,LARGE_FIN_COMP,RISKSUP,22,NOT_OUTSIDE_ENT_FIREWALL,BU,MONOLITH,INTERNATIONAL,0,1663,HIGH,HIGH,6,MIXED,BOTH,0,EMAN,DESKTOP,EXTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Retain
555,PRODIMP,SOME_FIN_PROD,INTSUP,52,NO_CONFIDENTIALITY_REQUIREMENT,BU,MONOLITH,NATIONAL,0,1666,MEDIUM,LOW,3,MIXED,BOTH,0,EMAN,BATCH,EXTERNAL,UNPREDICTABLE,0,0,0,0,1,0,1,1,Retain
556,BUSICRI,SOME_FIN_PROD,REVSUP,49,NO_CONFIDENTIALITY_REQUIREMENT,TE,INTERFACES,LOCAL,0,1669,MEDIUM,HIGH,3,MIXED,AVAI,0,NEW,BATCH,EXTERNAL,NO_VARIATIOn,0,0,0,0,1,0,1,1,Retain
557,PRODIMP,SOME_PROD,RISKSUP,7,NO_CONFIDENTIALITY_REQUIREMENT,BU,MONOLITH,NATIONAL,0,1672,MEDIUM,MEDIUM,4,VERTICAL,BOTH,1,EMAN,THICK,INTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Migrate
558,PRODIMP,SOME_FIN_PROD,REVGEN,43,NOT_OUTSIDE_ENT_FIREWALL,TE,MONOLITH,INTERNATIONAL,0,1675,HIGH,LOW,7,VERTICAL,PERF,0,EUMN,THICK,EXTERNAL,PREDICTABLE,0,0,0,0,1,0,1,1,Retain
559,BUSICRI,LARGE_FIN_COMP,REVSUP,19,NO_CONFIDENTIALITY_REQUIREMENT,TE,MONOLITH,INTERNATIONAL,0,1678,LOW,MEDIUM,3,HORIZONTAL,PERF,1,NEW,WEB,INTERNAL,NO_VARIATIOn,0,0,0,0,1,0,1,1,Retain
560,MISCRI,LARGE_FIN_COMP,REVGEN,58,APPROVED_PUBLIC_DATACENTER,BU,INTERFACES,NATIONAL,0,1681,MEDIUM,LOW,6,MIXED,NONE,1,EUMN,WEB,INTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
561,NONCRI,LARGE_FIN_COMP,REVSUP,16,NOT_OUTSIDE_ENT_FIREWALL,TE,SOA,LOCAL,0,1684,HIGH,HIGH,5,HORIZONTAL,AVAI,0,EUMN,DESKTOP,EXTERNAL,PREDICTABLE,0,0,0,0,1,0,1,1,Retain
